Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code
Nice Garden,513 Queen's Road West,1,84,--,--,--,--,--,https://hk.centanet.com/estate/en/Nice-Garden/2-OORRFRVXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Graceful Court,27-37 Hill Road,1,48,--,--,--,--,--,https://hk.centanet.com/estate/en/Graceful-Court/2-OOSVFRQVRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
93-99 Hill Road,93-99 Hill Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/93-99-Hill-Road/2-SSBYWPAYPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Hill Road Court,79-85 Hill Road,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/Hill-Road-Court/2-SSDBWPARPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Kam Ling Court,10-20 Whitty Street,1,72,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Ling-Court/2-SSDKBPWJPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Cheung Po Building,29-31 Po Tuck Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Cheung-Po-Building/2-SSDKWPKXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Tuck Ga Building,22-28 Po Tuck Street,1,38,--,--,--,--,--,https://hk.centanet.com/estate/en/Tuck-Ga-Building/2-SSEAPPBOPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
602 Queen's Road West,602 Queen's Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/602-Queen-s-Road-West/2-SSEDWPDJPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
604 Queen's Road West,604 Queen's Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/604-Queen-s-Road-West/2-SSEYWPDYPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
21-27 Po Tuck Street,21-27 Po Tuck Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/21-27-Po-Tuck-Street/2-SSGEWPKRPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
17-19 Po Tuck Street,17-19 Po Tuck Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/17-19-Po-Tuck-Street/2-SSGSWPKAPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Yhill,71-77 Hill Road,1,75,--,--,--,--,--,https://hk.centanet.com/estate/en/Yhill/2-SSKAWPARPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Luen Wah Mansion,518-520 Queen's Road West,1,55,--,--,--,--,--,https://hk.centanet.com/estate/en/Luen-Wah-Mansion/2-SSKDBPGAPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Hon Bong Building,598-600 Queen's Road West,1,10,"$9,967/ ft²",23.02%,1,--,--,https://hk.centanet.com/estate/en/Hon-Bong-Building/2-SSPBWPDEPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Fuk Hing Lau,87 Hill Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Fuk-Hing-Lau/2-SSPDWPAHPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
23 South Lane,23 South Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/23-South-Lane/2-SSSDBPYJPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Wing Hing House,476-482 Queen's Road West,1,81,"$10,766/ ft²",--,1,--,--,https://hk.centanet.com/estate/en/Wing-Hing-House/2-SSSYGPGXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Shun Sing Mansion,1 Cheung Kan Lane,1,91,--,--,--,--,--,https://hk.centanet.com/estate/en/Shun-Sing-Mansion/2-SSWBPPPVPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
25 South Lane,25 South Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/25-South-Lane/2-SSWSGPYOPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
89-91 Hill Road,89-91 Hill Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/89-91-Hill-Road/2-SSYDWPAXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Jadeview Court,38 Hill Road,1,152,"$14,769/ ft²",--,1,--,--,https://hk.centanet.com/estate/en/Jadeview-Court/2-TTDXTHMXHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Sun On Building,484-496 Queen's Road West,1,195,"$8,543/ ft²",1.43%,1,--,--,https://hk.centanet.com/estate/en/Sun-On-Building/2-TTMZIHXJHM,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
19-21 South Lane,19-21 South Lane,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/19-21-South-Lane/2-TTNMZHSEHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Nam Cheong Building,48-52 Hill Road,1,92,--,--,--,--,--,https://hk.centanet.com/estate/en/Nam-Cheong-Building/2-TTNTZHMAHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Ko Leung Mansion,572-574 Queen's Road West,1,28,--,--,--,--,--,https://hk.centanet.com/estate/en/Ko-Leung-Mansion/2-TTXXIHIJHT,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Hau Fook Building,562-570 Queen's Road West,1,92,--,--,--,--,--,https://hk.centanet.com/estate/en/Hau-Fook-Building/2-TTZNIHIRHT,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Island Crest,8 First Street,2,488,"$21,789/ ft²",13.55%,2,22,7,https://hk.centanet.com/estate/en/Island-Crest/2-SSSPWWPXWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Artisan House,1 Sai Yuen Lane,1,250,"$19,481/ ft²",0.12%,1,26,3,https://hk.centanet.com/estate/en/Artisan-House/2-SSEPWWPRWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Bohemian House,321 Des Voeux Road West,1,191,--,--,--,18,7,https://hk.centanet.com/estate/en/Bohemian-House/2-SSEPWWPAWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Ko Nga Court,9 High Street,1,226,"$13,987/ ft²",17.57%,1,13,1,https://hk.centanet.com/estate/en/Ko-Nga-Court/2-OOURQRQXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
One．Artlane,8 Chung Ching Street,1,240,--,--,--,24,11,https://hk.centanet.com/estate/en/One-Artlane/2-SSEPWWPSWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
The Nova,88 Third Street,1,255,--,--,--,16,3,https://hk.centanet.com/estate/en/The-Nova/2-SSSPWWPRWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Upton,180 Connaught Road West,1,125,--,--,--,10,2,https://hk.centanet.com/estate/en/Upton/2-SSEPWWPEWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Connaught Garden,155 Connaught Road West,3,720,--,--,--,8,--,https://hk.centanet.com/estate/en/Connaught-Garden/2-SSKPPPSSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kwan Yick Building Phase 3,271-285 Des Voeux Road West,2,742,"$9,829/ ft²",4.22%,3,5,--,https://hk.centanet.com/estate/en/Kwan-Yick-Building/2-SSWDBPPYAG,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kwan Yick Building Phase 2,343 Des Voeux Road West,4,838,"$10,181/ ft²",1.59%,4,--,--,https://hk.centanet.com/estate/en/Kwan-Yick-Building/2-SSWDBPPYEG,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kensington Hill,98 High Street,1,75,--,--,--,10,2,https://hk.centanet.com/estate/en/Kensington-Hill/2-SSEPWWPXWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Centre Place,1 High Street,1,95,--,--,--,11,2,https://hk.centanet.com/estate/en/Centre-Place/2-SSPPWWPOWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
King's Hill,38 Western Street,1,166,--,--,--,9,3,https://hk.centanet.com/estate/en/King-s-Hill/2-SSEPWWPHWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hang Sing Mansion,48-78 High Street,1,251,--,--,--,8,1,https://hk.centanet.com/estate/en/Hang-Sing-Mansion/2-TTSMIHDRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
The Met. Sublime,1 Kwai Heung Street,1,97,--,--,--,6,2,https://hk.centanet.com/estate/en/The-Met-Sublime/2-SSSPWWPYWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Elegant Garden,409 Queen's Road West,2,320,"$15,321/ ft²",--,1,--,--,https://hk.centanet.com/estate/en/Elegant-Garden/2-TTLZIHNYHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Grace Mansion,374-376 Des Voeux Road West,1,69,"$5,848/ ft²",46.37%,1,1,--,https://hk.centanet.com/estate/en/Grace-Mansion/2-OOCSURUXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Manifold Court,36-46 Pok Fu Lam Road,1,69,--,--,--,--,--,https://hk.centanet.com/estate/en/Manifold-Court/2-OOFRQRVYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kam Wa Building,382-388 Des Voeux Road West,1,84,--,--,--,1,--,https://hk.centanet.com/estate/en/Kam-Wa-Building/2-OOSDURUHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yue Sun Mansion,89-99 Third Street,2,198,--,--,--,2,1,https://hk.centanet.com/estate/en/Yue-Sun-Mansion/2-SSPGPPYYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kwong Fung Terrace,163 Third Street,2,320,"$14,068/ ft²",10.83%,1,1,--,https://hk.centanet.com/estate/en/Kwong-Fung-Terrace/2-OOUUURFJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wah Lee Building,210-218 Queen's Road West,1,131,--,--,--,1,1,https://hk.centanet.com/estate/en/Wah-Lee-Building/2-SSYPWPGOPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Two．Artlane,1 Chung Ching Street,1,264,--,--,--,27,11,https://hk.centanet.com/estate/en/Two-Artlane/2-SSAPWWPEWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
No. 15 Western Street,15 Western Street,1,105,--,--,--,9,3,https://hk.centanet.com/estate/en/No-15-Western-Street/2-SSAPWWPXWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Altro,116-118 Second Street,1,41,--,--,--,6,2,https://hk.centanet.com/estate/en/Altro/2-SSSPWWPHWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Winner Court,18 Hospital Road,2,77,--,--,--,5,--,https://hk.centanet.com/estate/en/Winner-Court/2-TTMHTHDHHD,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yee Fung Court,101 Third Street,1,200,--,--,--,5,2,https://hk.centanet.com/estate/en/Yee-Fung-Court/2-SSYYPPYSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fook Moon Building,56-72 Third Street,1,142,--,--,--,5,--,https://hk.centanet.com/estate/en/Fook-Moon-Building/2-TTXTZHSRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wealth Building,53-65 High Street,1,90,--,--,--,5,--,https://hk.centanet.com/estate/en/Wealth-Building/2-TTXZZHDAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Lechler Court,97 High Street,1,80,--,--,--,4,2,https://hk.centanet.com/estate/en/Lechler-Court/2-SSBGBPARPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Chong Yuen,14-16 Hospital Road,1,32,--,--,--,4,1,https://hk.centanet.com/estate/en/Chong-Yuen/2-SSGWPPAYPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yen Shun Mansion,142-150 Third Street,1,60,--,--,--,4,1,https://hk.centanet.com/estate/en/Yen-Shun-Mansion/2-SSWGBPYJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
True Light Building,100-106 Third Street,1,168,--,--,--,4,--,https://hk.centanet.com/estate/en/True-Light-Building/2-SSBPBPYOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Grand Scholar,419K Queen's Road West,1,78,--,--,--,4,--,https://hk.centanet.com/estate/en/Grand-Scholar/2-SSPPWWPSWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wah Ming Centre,421 Queen's Road West,3,380,--,--,--,3,1,https://hk.centanet.com/estate/en/Wah-Ming-Centre/2-OOSUFRVVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tsui King Court,18 Water Street,1,72,--,--,--,3,1,https://hk.centanet.com/estate/en/Tsui-King-Court/2-TTLSTHLHHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kam Kwan Building,163-173 Des Voeux Road West,1,83,--,--,--,3,--,https://hk.centanet.com/estate/en/Kam-Kwan-Building/2-OOJQUROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Western Garden,83 Second Street,2,432,"$17,407/ ft²",--,1,3,--,https://hk.centanet.com/estate/en/Western-Garden/2-OOVQURJJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hoi Sing Building,128 Second Street,2,177,--,--,--,3,--,https://hk.centanet.com/estate/en/Hoi-Sing-Building/2-SSKWBPDYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Goodwill Garden,83 Third Street,1,69,--,--,--,3,--,https://hk.centanet.com/estate/en/Goodwill-Garden/2-SSPKPPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fung King Court,284-288 Queen's Road West,1,42,"$12,308/ ft²",--,1,3,1,https://hk.centanet.com/estate/en/Fung-King-Court/2-SSPPWWPAWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yuk Ming Towers,208 Third Street,2,326,--,--,--,3,--,https://hk.centanet.com/estate/en/Yuk-Ming-Towers/2-TTHXIHSJHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Richsun Garden,51 Centre Street,1,66,--,--,--,2,1,https://hk.centanet.com/estate/en/Richsun-Garden/2-OOQDQRRYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hang Fai Building,22-32 Pok Fu Lam Road,1,87,--,--,--,2,1,https://hk.centanet.com/estate/en/Hang-Fai-Building/2-OORFURVYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fung Shing Building,168 Connaught Road West,1,120,"$12,104/ ft²",21.40%,1,2,1,https://hk.centanet.com/estate/en/Fung-Shing-Building/2-SSDBPPSAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tung Cheung Building,1-11 Second Street,1,104,--,--,--,2,1,https://hk.centanet.com/estate/en/Tung-Cheung-Building/2-SSEEPPDXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fung Yu Building,182-190 Third Street,1,123,--,--,--,2,1,https://hk.centanet.com/estate/en/Fung-Yu-Building/2-SSPDGPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kensington Mansion,353 Queen's Road West,1,44,--,--,--,2,1,https://hk.centanet.com/estate/en/Kensington-Mansion/2-SSPKGPBXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kiu Shing Building,327-333 Queen's Road West,1,56,--,--,--,2,1,https://hk.centanet.com/estate/en/Kiu-Shing-Building/2-SSWDBPBAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Silver Court,100 High Street,1,96,--,--,--,2,1,https://hk.centanet.com/estate/en/Silver-Court/2-TTZSIHDRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kui Yan Court,3 Kui Yan Lane,1,48,--,--,--,2,--,https://hk.centanet.com/estate/en/Kui-Yan-Court/2-OOJQQRSYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hang Hing Court,2 Fuk Sau Lane,1,104,"$14,430/ ft²",6.42%,1,2,--,https://hk.centanet.com/estate/en/Hang-Hing-Court/2-OORJURQARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tong Nam Mansion,43-47 Third Street,1,120,"$1,602/ ft²",88.33%,1,2,--,https://hk.centanet.com/estate/en/Tong-Nam-Mansion/2-SSADWPDSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kong Chian Tower,351 Des Voeux Road West,2,182,--,--,--,2,--,https://hk.centanet.com/estate/en/Kong-Chian-Tower/2-SSDYGPSOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Panview Court,162-164 Third Street,1,46,--,--,--,2,--,https://hk.centanet.com/estate/en/Panview-Court/2-SSESGPYJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Cheung Ling Mansion,162-164A Connaught Road West,1,176,--,--,--,2,--,https://hk.centanet.com/estate/en/Cheung-Ling-Mansion/2-SSGEPPSXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Chung Yin Court,17 Hospital Road,1,24,--,--,--,1,--,https://hk.centanet.com/estate/en/Chung-Yin-Court/2-SSGGPPARPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Richwealth Mansion,158 Connaught Road West,1,24,--,--,--,1,--,https://hk.centanet.com/estate/en/Richwealth-Mansion/2-SSWPPPSSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Koon Wah Building,420-424 Queen's Road West,1,91,--,--,--,2,--,https://hk.centanet.com/estate/en/Koon-Wah-Building/2-TTLMZHXOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fung Sing Mansion,133 Third Street,1,80,"$13,095/ ft²",22.81%,1,2,--,https://hk.centanet.com/estate/en/Fung-Sing-Mansion/2-TTNDTHSSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tung Wai Garden,419G Queen's Road West,1,63,--,--,--,2,--,https://hk.centanet.com/estate/en/Tung-Wai-Garden/2-TTZSIHNOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fung Yat Building,38-40 Third Street,1,66,--,--,--,1,1,https://hk.centanet.com/estate/en/Fung-Yat-Building/2-OOCDQRFJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Sing Court,178-180 Third Street,1,48,"$10,031/ ft²",17.99%,1,1,1,https://hk.centanet.com/estate/en/Wing-Sing-Court/2-SSPBGPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tak Lee Building,270-280 Queen's Road West,1,84,--,--,--,1,1,https://hk.centanet.com/estate/en/Tak-Lee-Building/2-SSSWPPGHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wai Tak Building,196-200 Des Voeux Road West,1,47,"$9,582/ ft²",16.63%,1,1,--,https://hk.centanet.com/estate/en/Wai-Tak-Building/2-OODQFROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Cheung Building,19-29 Western Street,1,90,--,--,--,1,--,https://hk.centanet.com/estate/en/Wing-Cheung-Building/2-OOJCURCORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Imperial Terrace,356 Queen's Road West,1,88,--,--,--,1,--,https://hk.centanet.com/estate/en/Imperial-Terrace/2-OORCURDSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
High House,19A-19B High Street,1,46,--,--,--,1,--,https://hk.centanet.com/estate/en/High-House/2-OOSQQRQARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Ko Chun Court,11 High Street,1,26,--,--,--,--,--,https://hk.centanet.com/estate/en/Ko-Chun-Court/2-OOUOQRQORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
226-228 Queen's Road West,226-228 Queen's Road West,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/226-228-Queen-s-Road-West/2-SSAAPPGYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
349 Queen's Road West,349 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/349-Queen-s-Road-West/2-SSBEGPBHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tai Hing Building,119-127 Des Voeux Road West,1,70,--,--,--,1,--,https://hk.centanet.com/estate/en/Tai-Hing-Building/2-SSBKBPGXPB,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Shing Building,355-359 Queen's Road West,1,20,--,--,--,1,--,https://hk.centanet.com/estate/en/Wing-Shing-Building/2-SSBKGPBYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hing Tai Building,139-140 Connaught Road West,1,36,--,--,--,1,--,https://hk.centanet.com/estate/en/Hing-Tai-Building/2-SSBKWPPXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Wa Mansion,10-12 Hospital Road,1,26,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Wa-Mansion/2-SSBWPPASPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Ching Tak Building,260-264 Des Voeux Road West,1,89,--,--,--,1,--,https://hk.centanet.com/estate/en/Ching-Tak-Building/2-SSEAWPSOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Merit Court,294 Des Voeux Road West,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/Merit-Court/2-SSKSPPEHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Cheong Wing Court,1-5 Water Street,1,46,--,--,--,1,--,https://hk.centanet.com/estate/en/Cheong-Wing-Court/2-SSKSPPWOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Cheong King Court,26-38 High Street,1,84,--,--,--,1,--,https://hk.centanet.com/estate/en/Cheong-King-Court/2-SSKWGPASPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Elite Court,33 Centre Street,1,46,--,--,--,1,--,https://hk.centanet.com/estate/en/Elite-Court/2-SSPPWWPEWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Chun King Court,83 First Street,1,50,--,--,--,1,--,https://hk.centanet.com/estate/en/Chun-King-Court/2-SSPPWWPYWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Jade Court,8 High Street,1,48,--,--,--,1,--,https://hk.centanet.com/estate/en/Jade-Court/2-SSWAGPAVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fung Yip Building,347-349 Des Voeux Road West,1,132,--,--,--,1,--,https://hk.centanet.com/estate/en/Fung-Yip-Building/2-SSWDGPSYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Lai King Court,138 Third Street,1,50,--,--,--,1,--,https://hk.centanet.com/estate/en/Lai-King-Court/2-SSYKBPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Charming Court,55-61 First Street,1,42,--,--,--,1,--,https://hk.centanet.com/estate/en/Charming-Court/2-TTHMIHMXHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
1E High Street,1E High Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/1E-High-Street/2-TTHMTHMAHD,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Lai Yin Court,80-86 High Street,1,50,--,--,--,1,--,https://hk.centanet.com/estate/en/Lai-Yin-Court/2-TTHNIHDAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Johnson Mansion,428-440 Queen's Road West,1,65,--,--,--,1,--,https://hk.centanet.com/estate/en/Johnson-Mansion/2-TTLZZHXSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Siu Cheung Building,1-7 Siu Cheung Fong,1,68,--,--,--,1,--,https://hk.centanet.com/estate/en/Siu-Cheung-Building/2-TTMHIHIOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yee Shun Mansion,58-66 Second Street,1,66,--,--,--,1,--,https://hk.centanet.com/estate/en/Yee-Shun-Mansion/2-TTMIZHIOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Lai On Building,2-2C Water Street,1,86,--,--,--,1,--,https://hk.centanet.com/estate/en/Lai-On-Building/2-TTSHTHLHHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
419L-419Q Queen's Road West,419L-419Q Queen's Road West,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/419L-419Q-Queen-s-Road-West/2-TTSLIHNVHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Aspen Court,46 High Street,1,72,--,--,--,1,--,https://hk.centanet.com/estate/en/Aspen-Court/2-TTSMIHDXHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tung Lee Mansion (Building),1-15 On Ning Lane,1,144,--,--,--,1,--,https://hk.centanet.com/estate/en/Tung-Lee-Mansion-Building/2-TTSSIHZOMM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Bank Building,259-269 Des Voeux Road West,1,100,--,--,--,1,--,https://hk.centanet.com/estate/en/Bank-Building/2-TTSXZHTSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Lap Poon Building,123-124 Connaught Road West,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Lap-Poon-Building/2-TTXTTHDJHN,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
64 Centre Street,64 Centre Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/64-Centre-Street/2-TTZLZHHVHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
10-14 Pok Fu Lam Road,10-14 Pok Fu Lam Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/10-14-Pok-Fu-Lam-Road/2-OOVVURVARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Liang Ga Building,296-302 Des Voeux Road West,1,104,"$11,708/ ft²",4.13%,1,--,1,https://hk.centanet.com/estate/en/Liang-Ga-Building/2-SSAEPPEVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Comfort Court,52-54 Third Street,1,21,--,--,--,--,1,https://hk.centanet.com/estate/en/Comfort-Court/2-TTMHZHSSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
6-10 Western Street,6-10 Western Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/6-10-Western-Street/2-OOCCQRCHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
188-190 Queen's Road West,188-190 Queen's Road West,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/188-190-Queen-s-Road-West/2-OOCDFRDJRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
